ticker,event,domain,won,snapshot_price,n_trades_before_snapshot,staleness_hours,at_floor,n_event_candidates,bucket
KXNEXTNFLCOACH-ATL27-JMIN,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,36,7.25,True,24,0
KXNEXTNFLCOACH-ATL27-JHAF,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,64,23.29,True,24,0
KXNEXTNFLCOACH-ATL27-JBRA,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,73,0.6,True,24,0
KXNEXTNFLCOACH-ATL27-EEVE,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,6,24.36,True,24,0
KXNEXTNFLCOACH-ATL27-CSHU,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,52,4.79,True,24,0
KXNEXTNFLCOACH-ATL27-BFLO,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,70,2.95,True,24,0
KXNEXTNFLCOACH-ATL27-BBEL,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,39,6.93,True,24,0
KXNEXTNFLCOACH-BAL27-SMCD,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,196,0.73,True,31,0
KXNEXTNFLCOACH-BAL27-DWEB,KXNEXTNFLCOACH-BAL27,Sports,0,0.02,104,0.61,True,31,1
KXNEXTNFLCOACH-BAL27-MTOM,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,138,3.82,True,31,0
KXNEXTNFLCOACH-BAL27-NSCH,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,128,0.79,True,31,0
KXNEXTNFLCOACH-BAL27-JSCH,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,24,27.43,True,31,0
KXNEXTNFLCOACH-BAL27-MNAG,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,50,27.43,True,31,0
KXNEXTNFLCOACH-BAL27-MALA,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,88,27.43,True,31,0
KXNEXTNFLCOACH-BAL27-AWEA,KXNEXTNFLCOACH-BAL27,Sports,0,0.06,335,0.12,False,31,2
KXNEXTNFLCOACH-BAL27-ZORR,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,52,27.43,True,31,0
KXNEXTNFLCOACH-BAL27-VJOS,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,118,1.42,True,31,0
KXNEXTNFLCOACH-BAL27-TMON,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,55,27.43,True,31,0
KXNEXTNFLCOACH-BAL27-SSPA,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,48,27.43,True,31,0
KXNEXTNFLCOACH-BAL27-SSAR,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,36,27.43,True,31,0
KXNEXTNFLCOACH-BAL27-RSAL,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,890,1.93,True,31,0
KXNEXTNFLCOACH-BAL27-MMCD,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,852,1.51,True,31,0
KXNEXTNFLCOACH-BAL27-MMCC,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,34,27.43,True,31,0
KXNEXTNFLCOACH-BAL27-MLAF,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,85,27.42,True,31,0
KXNEXTNFLCOACH-BAL27-MKAF,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,14,27.42,True,31,0
KXNEXTNFLCOACH-BAL27-MFRE,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,129,15.83,True,31,0
KXNEXTNFLCOACH-BAL27-KSTE,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,596,19.63,True,31,0
KXNEXTNFLCOACH-BAL27-KKUB,KXNEXTNFLCOACH-BAL27,Sports,0,0.05,1374,0.11,False,31,2
KXNEXTNFLCOACH-BAL27-KKIN,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,600,4.59,True,31,0
KXNEXTNFLCOACH-BAL27-JMIN,KXNEXTNFLCOACH-BAL27,Sports,1,0.8,1903,0.32,False,31,8
KXNEXTNFLCOACH-BAL27-JHAF,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,44,27.42,True,31,0
KXNEXTNFLCOACH-BAL27-JGRU,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,52,27.42,True,31,0
KXNEXTNFLCOACH-BAL27-JGAR,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,15,27.42,True,31,0
KXNEXTNFLCOACH-BAL27-JBRA,KXNEXTNFLCOACH-BAL27,Sports,0,0.06,339,0.85,False,31,2
KXNEXTNFLCOACH-BAL27-CSHU,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,253,0.99,True,31,0
KXNEXTNFLCOACH-BAL27-BOBR,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,12,27.42,True,31,0
KXNEXTNFLCOACH-BAL27-BFLO,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,1444,1.1,True,31,0
KXNEXTNFLCOACH-BAL27-BBEL,KXNEXTNFLCOACH-BAL27,Sports,0,0.01,82,27.42,True,31,0
KXNEXTNFLCOACH-BUF27-PRIV,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,924,0.06,True,31,0
KXNEXTNFLCOACH-BUF27-ACAM,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,3,85.35,True,31,0
KXNEXTNFLCOACH-BUF27-LANA,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,92,1.35,True,31,0
KXNEXTNFLCOACH-BUF27-ALYN,KXNEXTNFLCOACH-BUF27,Sports,0,0.02,101,0.16,True,31,1
KXNEXTNFLCOACH-BUF27-AWEA,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,100,11.59,True,31,0
KXNEXTNFLCOACH-BUF27-BBAB,KXNEXTNFLCOACH-BUF27,Sports,0,0.02,8,134.99,True,31,1
KXNEXTNFLCOACH-BUF27-VJOS,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,23,11.61,True,31,0
KXNEXTNFLCOACH-BUF27-TMON,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,37,0.7,True,31,0
KXNEXTNFLCOACH-BUF27-RSAL,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,46,70.49,True,31,0
KXNEXTNFLCOACH-BUF27-NSCH,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,105,1.87,True,31,0
KXNEXTNFLCOACH-BUF27-MTOM,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,124,21.15,True,31,0
KXNEXTNFLCOACH-BUF27-MMCD,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,559,14.31,True,31,0
KXNEXTNFLCOACH-BUF27-MMCC,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,87,21.45,True,31,0
KXNEXTNFLCOACH-BUF27-MLAF,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,75,12.64,True,31,0
KXNEXTNFLCOACH-BUF27-MFRE,KXNEXTNFLCOACH-BUF27,Sports,0,0.03,116,20.98,False,31,1
KXNEXTNFLCOACH-BUF27-MALA,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,11,91.77,True,31,0
KXNEXTNFLCOACH-BUF27-KKUB,KXNEXTNFLCOACH-BUF27,Sports,0,0.17,1107,0.21,False,31,3
KXNEXTNFLCOACH-BUF27-KKIN,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,78,1.9,True,31,0
KXNEXTNFLCOACH-BUF27-JSCH,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,11,89.96,True,31,0
KXNEXTNFLCOACH-BUF27-JMIN,KXNEXTNFLCOACH-BUF27,Sports,0,0.02,35,87.34,True,31,1
KXNEXTNFLCOACH-BUF27-JHAF,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,3,141.72,True,31,0
KXNEXTNFLCOACH-BUF27-JGRU,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,92,8.24,True,31,0
KXNEXTNFLCOACH-BUF27-JBRA,KXNEXTNFLCOACH-BUF27,Sports,1,0.04,812,0.13,False,31,1
KXNEXTNFLCOACH-BUF27-GUDI,KXNEXTNFLCOACH-BUF27,Sports,0,0.22,650,0.02,False,31,4
KXNEXTNFLCOACH-BUF27-EEVE,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,36,21.13,True,31,0
KXNEXTNFLCOACH-BUF27-DWEB,KXNEXTNFLCOACH-BUF27,Sports,0,0.21,779,0.19,False,31,4
KXNEXTNFLCOACH-BUF27-CSHU,KXNEXTNFLCOACH-BUF27,Sports,0,0.03,178,0.0,False,31,1
KXNEXTNFLCOACH-BUF27-BOBR,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,6,70.38,True,31,0
KXNEXTNFLCOACH-BUF27-BFLO,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,67,10.51,True,31,0
KXNEXTNFLCOACH-BUF27-BDAB,KXNEXTNFLCOACH-BUF27,Sports,0,0.37,2293,0.06,False,31,5
KXNEXTNFLCOACH-BUF27-BBEL,KXNEXTNFLCOACH-BUF27,Sports,0,0.01,195,0.69,True,31,0
KXNEXTNFLCOACH-CLE27-ACAM,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,15,10.76,True,31,0
KXNEXTNFLCOACH-CLE27-SMCD,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,300,10.74,True,31,0
KXNEXTNFLCOACH-CLE27-CCIG,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,12,0.01,True,31,0
KXNEXTNFLCOACH-CLE27-EEVE,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,23,24.95,True,31,0
KXNEXTNFLCOACH-CLE27-JULB,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,21,164.86,True,31,0
KXNEXTNFLCOACH-CLE27-MLAF,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,18,22.08,True,31,0
KXNEXTNFLCOACH-CLE27-MTOM,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,34,11.22,True,31,0
KXNEXTNFLCOACH-CLE27-GUDI,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,1956,0.94,True,31,0
KXNEXTNFLCOACH-CLE27-JMCC,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,22,66.36,True,31,0
KXNEXTNFLCOACH-CLE27-DPIT,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,257,11.16,True,31,0
KXNEXTNFLCOACH-CLE27-BCAL,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,2,142.47,True,31,0
KXNEXTNFLCOACH-CLE27-NSCH,KXNEXTNFLCOACH-CLE27,Sports,0,0.34,2529,0.1,False,31,4
KXNEXTNFLCOACH-CLE27-ADUR,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,64,0.87,True,31,0
KXNEXTNFLCOACH-CLE27-JHAR,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,1246,135.32,True,31,0
KXNEXTNFLCOACH-CLE27-JSCH,KXNEXTNFLCOACH-CLE27,Sports,0,0.68,3441,0.02,False,31,7
KXNEXTNFLCOACH-CLE27-BBEL,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,64,11.17,True,31,0
KXNEXTNFLCOACH-CLE27-TREE,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,76,0.88,True,31,0
KXNEXTNFLCOACH-CLE27-TMON,KXNEXTNFLCOACH-CLE27,Sports,1,0.25,946,0.06,False,31,4
KXNEXTNFLCOACH-CLE27-RSAL,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,138,164.86,True,31,0
KXNEXTNFLCOACH-CLE27-MNAG,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,25,4.98,True,31,0
KXNEXTNFLCOACH-CLE27-MMCD,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,1660,21.17,True,31,0
KXNEXTNFLCOACH-CLE27-MMCC,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,89,107.15,True,31,0
KXNEXTNFLCOACH-CLE27-KKUB,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,289,0.9,True,31,0
KXNEXTNFLCOACH-CLE27-KKIN,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,172,10.89,True,31,0
KXNEXTNFLCOACH-CLE27-JMIN,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,254,87.84,True,31,0
KXNEXTNFLCOACH-CLE27-JHAF,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,25,108.66,True,31,0
KXNEXTNFLCOACH-CLE27-JBRA,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,31,33.43,True,31,0
KXNEXTNFLCOACH-CLE27-FSMI,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,1,164.86,True,31,0
KXNEXTNFLCOACH-CLE27-DSAN,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,312,1.38,True,31,0
KXNEXTNFLCOACH-CLE27-CSHU,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,131,42.71,True,31,0
KXNEXTNFLCOACH-CLE27-BFLO,KXNEXTNFLCOACH-CLE27,Sports,0,0.01,58,24.96,True,31,0
KXNEXTNFLCOACH-LV27-SMCV,KXNEXTNFLCOACH-LV27,Sports,0,0.01,20,26.07,True,28,0
KXNEXTNFLCOACH-LV27-BDAB,KXNEXTNFLCOACH-LV27,Sports,0,0.02,612,2.05,True,28,1
KXNEXTNFLCOACH-LV27-ACAM,KXNEXTNFLCOACH-LV27,Sports,0,0.01,6,195.02,True,28,0
KXNEXTNFLCOACH-LV27-SMCD,KXNEXTNFLCOACH-LV27,Sports,0,0.02,397,1.41,True,28,1
KXNEXTNFLCOACH-LV27-KLKU,KXNEXTNFLCOACH-LV27,Sports,0,0.01,44,134.1,True,28,0
KXNEXTNFLCOACH-LV27-MLAF,KXNEXTNFLCOACH-LV27,Sports,0,0.04,229,21.24,False,28,1
KXNEXTNFLCOACH-LV27-EEVE,KXNEXTNFLCOACH-LV27,Sports,0,0.1,432,1.13,False,28,3
KXNEXTNFLCOACH-LV27-CSHU,KXNEXTNFLCOACH-LV27,Sports,0,0.01,83,40.38,True,28,0
KXNEXTNFLCOACH-LV27-KSTE,KXNEXTNFLCOACH-LV27,Sports,0,0.01,145,90.68,True,28,0
KXNEXTNFLCOACH-LV27-MMCD,KXNEXTNFLCOACH-LV27,Sports,0,0.01,604,4.31,True,28,0
KXNEXTNFLCOACH-LV27-MNAG,KXNEXTNFLCOACH-LV27,Sports,0,0.01,50,52.81,True,28,0
KXNEXTNFLCOACH-LV27-DWEB,KXNEXTNFLCOACH-LV27,Sports,0,0.01,1919,2.68,True,28,0
KXNEXTNFLCOACH-LV27-JHAR,KXNEXTNFLCOACH-LV27,Sports,0,0.01,787,13.25,True,28,0
KXNEXTNFLCOACH-LV27-VJOS,KXNEXTNFLCOACH-LV27,Sports,0,0.01,332,26.96,True,28,0
KXNEXTNFLCOACH-LV27-TMON,KXNEXTNFLCOACH-LV27,Sports,0,0.01,12,211.67,True,28,0
KXNEXTNFLCOACH-LV27-TBRO,KXNEXTNFLCOACH-LV27,Sports,0,0.01,25,0.28,True,28,0
KXNEXTNFLCOACH-LV27-RSAL,KXNEXTNFLCOACH-LV27,Sports,0,0.01,308,90.68,True,28,0
KXNEXTNFLCOACH-LV27-PGRA,KXNEXTNFLCOACH-LV27,Sports,0,0.01,17,74.07,True,28,0
KXNEXTNFLCOACH-LV27-NSCH,KXNEXTNFLCOACH-LV27,Sports,0,0.01,234,34.94,True,28,0
KXNEXTNFLCOACH-LV27-MMCC,KXNEXTNFLCOACH-LV27,Sports,0,0.01,78,21.18,True,28,0
KXNEXTNFLCOACH-LV27-KKUB,KXNEXTNFLCOACH-LV27,Sports,1,0.83,3513,0.01,False,28,8
KXNEXTNFLCOACH-LV27-KKING,KXNEXTNFLCOACH-LV27,Sports,0,0.03,327,5.15,False,28,1
KXNEXTNFLCOACH-LV27-JMIN,KXNEXTNFLCOACH-LV27,Sports,0,0.01,564,51.73,True,28,0
KXNEXTNFLCOACH-LV27-JHAF,KXNEXTNFLCOACH-LV27,Sports,0,0.01,37,207.52,True,28,0
KXNEXTNFLCOACH-LV27-JBRA,KXNEXTNFLCOACH-LV27,Sports,0,0.01,470,28.31,True,28,0
KXNEXTNFLCOACH-LV27-BFLO,KXNEXTNFLCOACH-LV27,Sports,0,0.01,1619,19.54,True,28,0
KXNEXTNFLCOACH-LV27-BBEL,KXNEXTNFLCOACH-LV27,Sports,0,0.01,165,12.59,True,28,0
KXNEXTNFLCOACH-LV27-ASTE,KXNEXTNFLCOACH-LV27,Sports,0,0.01,15,167.91,True,28,0
KXNEXTNFLCOACH-MIA26-JBRA,KXNEXTNFLCOACH-MIA26,Sports,0,0.03,20,6.0,False,22,1
KXNEXTNFLCOACH-MIA26-PGRA,KXNEXTNFLCOACH-MIA26,Sports,0,0.01,5,43.93,True,22,0
KXNEXTNFLCOACH-MIA26-KSHE,KXNEXTNFLCOACH-MIA26,Sports,0,0.06,23,3.71,False,22,2
KXNEXTNFLCOACH-MIA26-MTOM,KXNEXTNFLCOACH-MIA26,Sports,0,0.04,646,2.15,False,22,1
KXNEXTNFLCOACH-MIA26-AWEA,KXNEXTNFLCOACH-MIA26,Sports,0,0.01,18,41.78,True,22,0
KXNEXTNFLCOACH-MIA26-CSHU,KXNEXTNFLCOACH-MIA26,Sports,0,0.03,610,0.16,False,22,1
KXNEXTNFLCOACH-MIA26-ACAM,KXNEXTNFLCOACH-MIA26,Sports,0,0.06,124,39.03,False,22,2
KXNEXTNFLCOACH-MIA26-ASTE,KXNEXTNFLCOACH-MIA26,Sports,0,0.01,13,46.65,True,22,0
KXNEXTNFLCOACH-MIA26-MLAF,KXNEXTNFLCOACH-MIA26,Sports,0,0.01,16,60.97,True,22,0
KXNEXTNFLCOACH-MIA26-MALA,KXNEXTNFLCOACH-MIA26,Sports,0,0.01,397,19.62,True,22,0
KXNEXTNFLCOACH-MIA26-VJOS,KXNEXTNFLCOACH-MIA26,Sports,0,0.01,233,3.05,True,22,0
KXNEXTNFLCOACH-MIA26-RSAL,KXNEXTNFLCOACH-MIA26,Sports,0,0.04,280,1.87,False,22,1
KXNEXTNFLCOACH-MIA26-NONE,KXNEXTNFLCOACH-MIA26,Sports,0,0.01,70,70.79,True,22,0
KXNEXTNFLCOACH-MIA26-MMCC,KXNEXTNFLCOACH-MIA26,Sports,0,0.01,164,55.67,True,22,0
KXNEXTNFLCOACH-MIA26-KSTE,KXNEXTNFLCOACH-MIA26,Sports,0,0.01,338,19.27,True,22,0
KXNEXTNFLCOACH-MIA26-KKUB,KXNEXTNFLCOACH-MIA26,Sports,0,0.04,184,4.8,False,22,1
KXNEXTNFLCOACH-MIA26-KKIN,KXNEXTNFLCOACH-MIA26,Sports,0,0.01,81,26.68,True,22,0
KXNEXTNFLCOACH-MIA26-JMIN,KXNEXTNFLCOACH-MIA26,Sports,0,0.01,205,0.0,True,22,0
KXNEXTNFLCOACH-MIA26-JHAR,KXNEXTNFLCOACH-MIA26,Sports,0,0.01,2845,3.49,True,22,0
KXNEXTNFLCOACH-MIA26-JHAF,KXNEXTNFLCOACH-MIA26,Sports,1,0.83,1310,0.22,False,22,8
KXNEXTNFLCOACH-MIA26-JGRU,KXNEXTNFLCOACH-MIA26,Sports,0,0.02,73,21.22,True,22,1
KXNEXTNFLCOACH-MIA26-BFLO,KXNEXTNFLCOACH-MIA26,Sports,0,0.01,19,77.43,True,22,0
KXNEXTNFLCOACH-PIT27-ACAM,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,6,0.06,True,31,0
KXNEXTNFLCOACH-PIT27-SMCD,KXNEXTNFLCOACH-PIT27,Sports,0,0.12,481,0.63,False,31,3
KXNEXTNFLCOACH-PIT27-EEVE,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,51,25.91,True,31,0
KXNEXTNFLCOACH-PIT27-VJOS,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,80,2.54,True,31,0
KXNEXTNFLCOACH-PIT27-TMON,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,6,71.61,True,31,0
KXNEXTNFLCOACH-PIT27-RSAL,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,185,71.61,True,31,0
KXNEXTNFLCOACH-PIT27-NSCH,KXNEXTNFLCOACH-PIT27,Sports,0,0.21,839,0.13,False,31,4
KXNEXTNFLCOACH-PIT27-MNAG,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,13,71.61,True,31,0
KXNEXTNFLCOACH-PIT27-MMCD,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,88,57.92,True,31,0
KXNEXTNFLCOACH-PIT27-MMCC,KXNEXTNFLCOACH-PIT27,Sports,1,0.15,1250,0.05,False,31,3
KXNEXTNFLCOACH-PIT27-MLAF,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,53,1.81,True,31,0
KXNEXTNFLCOACH-PIT27-MFRE,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,481,4.1,True,31,0
KXNEXTNFLCOACH-PIT27-MALA,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,56,71.61,True,31,0
KXNEXTNFLCOACH-PIT27-LANA,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,19,38.15,True,31,0
KXNEXTNFLCOACH-PIT27-KSTE,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,37,71.61,True,31,0
KXNEXTNFLCOACH-PIT27-KKUB,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,238,0.08,True,31,0
KXNEXTNFLCOACH-PIT27-KKIN,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,9,71.61,True,31,0
KXNEXTNFLCOACH-PIT27-JMIN,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,290,22.04,True,31,0
KXNEXTNFLCOACH-PIT27-JHAR,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,69,71.61,True,31,0
KXNEXTNFLCOACH-PIT27-JHAF,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,138,14.14,True,31,0
KXNEXTNFLCOACH-PIT27-JGRU,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,194,10.28,True,31,0
KXNEXTNFLCOACH-PIT27-JBRA,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,22,41.9,True,31,0
KXNEXTNFLCOACH-PIT27-GUDI,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,97,4.09,True,31,0
KXNEXTNFLCOACH-PIT27-DPIT,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,6,71.61,True,31,0
KXNEXTNFLCOACH-PIT27-CSHU,KXNEXTNFLCOACH-PIT27,Sports,0,0.54,1676,0.03,False,31,6
KXNEXTNFLCOACH-PIT27-CCIG,KXNEXTNFLCOACH-PIT27,Sports,0,0.02,369,0.37,True,31,1
KXNEXTNFLCOACH-PIT27-BFLO,KXNEXTNFLCOACH-PIT27,Sports,0,0.05,1526,0.15,False,31,2
KXNEXTNFLCOACH-PIT27-BDAB,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,14,16.94,True,31,0
KXNEXTNFLCOACH-PIT27-BBEL,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,9,64.27,True,31,0
KXNEXTNFLCOACH-PIT27-AWEA,KXNEXTNFLCOACH-PIT27,Sports,0,0.05,532,0.06,False,31,2
KXNEXTNFLCOACH-PIT27-ASMI,KXNEXTNFLCOACH-PIT27,Sports,0,0.01,39,41.89,True,31,0
KXNEXTPOPE-35-PDAV,KXNEXTPOPE-35,Political,0,0.01,231,0.13,True,36,0
KXNEXTPOPE-35-DMAM,KXNEXTPOPE-35,Political,0,0.02,74,0.83,True,36,1
KXNEXTPOPE-35-CLAN,KXNEXTPOPE-35,Political,0,0.01,13,0.08,True,36,0
KXNEXTPOPE-35-CLOP,KXNEXTPOPE-35,Political,0,0.01,105,0.13,True,36,0
KXNEXTPOPE-35-TISA,KXNEXTPOPE-35,Political,0,0.01,4,10.99,True,36,0
KXNEXTPOPE-35-SBRI,KXNEXTPOPE-35,Political,0,0.01,10,4.2,True,36,0
KXNEXTPOPE-35-CSCH,KXNEXTPOPE-35,Political,0,0.01,20,3.47,True,36,0
KXNEXTPOPE-35-GLUD,KXNEXTPOPE-35,Political,0,0.01,15,1.95,True,36,0
KXNEXTPOPE-35-WJAC,KXNEXTPOPE-35,Political,0,0.01,55,2.16,True,36,0
KXNEXTPOPE-35-MRAN,KXNEXTPOPE-35,Political,0,0.01,30,10.5,True,36,0
KXNEXTPOPE-35-FFIL,KXNEXTPOPE-35,Political,0,0.01,23,1.77,True,36,0
KXNEXTPOPE-35-JHOL,KXNEXTPOPE-35,Political,0,0.01,14,5.05,True,36,0
KXNEXTPOPE-35-ABAG,KXNEXTPOPE-35,Political,0,0.01,9,0.87,True,36,0
KXNEXTPOPE-35-BDEM,KXNEXTPOPE-35,Political,0,0.01,5,21.59,True,36,0
KXNEXTPOPE-35-BREI,KXNEXTPOPE-35,Political,0,0.01,8,16.91,True,36,0
KXNEXTPOPE-35-JTOL,KXNEXTPOPE-35,Political,0,0.02,116,1.01,True,36,1
KXNEXTPOPE-35-TDOL,KXNEXTPOPE-35,Political,0,0.01,76,1.05,True,36,0
KXNEXTPOPE-35-GCYP,KXNEXTPOPE-35,Political,0,0.01,39,0.05,True,36,0
KXNEXTPOPE-35-MSEM,KXNEXTPOPE-35,Political,0,0.01,26,4.47,True,36,0
KXNEXTPOPE-35-CMAU,KXNEXTPOPE-35,Political,0,0.01,165,0.94,True,36,0
KXNEXTPOPE-35-MGRE,KXNEXTPOPE-35,Political,0,0.03,307,0.95,False,36,1
KXNEXTPOPE-35-MOUE,KXNEXTPOPE-35,Political,0,0.01,97,2.48,True,36,0
KXNEXTPOPE-35-RPRE,KXNEXTPOPE-35,Political,1,0.01,227,0.42,True,36,0
KXNEXTPOPE-35-JTOB,KXNEXTPOPE-35,Political,0,0.01,91,1.88,True,36,0
KXNEXTPOPE-35-RSAR,KXNEXTPOPE-35,Political,0,0.02,1264,0.06,True,36,1
KXNEXTPOPE-35-RBUR,KXNEXTPOPE-35,Political,0,0.01,325,2.83,True,36,0
KXNEXTPOPE-35-JMARC,KXNEXTPOPE-35,Political,0,0.05,576,0.38,False,36,2
KXNEXTPOPE-35-ASCOL,KXNEXTPOPE-35,Political,0,0.01,173,0.29,True,36,0
KXNEXTPOPE-35-PTURK,KXNEXTPOPE-35,Political,0,0.09,3779,0.03,False,36,2
KXNEXTPOPE-35-PPAR,KXNEXTPOPE-35,Political,0,0.31,4394,0.02,False,36,4
KXNEXTPOPE-35-PERD,KXNEXTPOPE-35,Political,0,0.07,1466,0.03,False,36,2
KXNEXTPOPE-35-MZUP,KXNEXTPOPE-35,Political,0,0.1,1135,0.02,False,36,3
KXNEXTPOPE-35-LANT,KXNEXTPOPE-35,Political,0,0.2,3840,0.02,False,36,4
KXNEXTPOPE-35-FAMB,KXNEXTPOPE-35,Political,0,0.02,668,0.14,True,36,1
KXNEXTPOPE-35-AARB,KXNEXTPOPE-35,Political,0,0.02,363,0.45,True,36,1
KXNEXTPOPE-35-PPIZ,KXNEXTPOPE-35,Political,0,0.11,1692,0.02,False,36,3
KXNEXTTEAMNFL-26KMURRAY-WAS,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,9,59.29,True,32,0
KXNEXTTEAMNFL-26KMURRAY-TEN,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,8,93.97,True,32,0
KXNEXTTEAMNFL-26KMURRAY-TB,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,4,183.92,True,32,0
KXNEXTTEAMNFL-26KMURRAY-SF,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,7,17.84,True,32,0
KXNEXTTEAMNFL-26KMURRAY-SEA,KXNEXTTEAMNFL-26KMURRAY,Sports,0,0.01,4,59.28,True,32,0
