ticker,event,domain,won,snapshot_price,n_trades_before_snapshot,staleness_hours,at_floor,n_event_candidates,bucket
KXGORTONDENTON2ND-26FEB26-2ND-LAB,KXGORTONDENTON2ND-26FEB26-2ND,Political,0,0.29,30,15.25,False,5,4
KXGORTONDENTON2ND-26FEB26-2ND-GRN,KXGORTONDENTON2ND-26FEB26-2ND,Political,0,0.16,34,15.38,False,5,3
KXGORTONDENTON2ND-26FEB26-2ND-CON,KXGORTONDENTON2ND-26FEB26-2ND,Political,0,0.01,8,126.55,True,5,0
KXGOVILNOMR-26-TDAB,KXGOVILNOMR-26,Political,0,0.04,43,11.25,False,5,1
KXGOVILNOMR-26-RHEI,KXGOVILNOMR-26,Political,0,0.07,74,64.32,False,5,2
KXGOVILNOMR-26-JSEV,KXGOVILNOMR-26,Political,0,0.01,31,126.67,True,5,0
KXGOVILNOMR-26-JMEN,KXGOVILNOMR-26,Political,0,0.02,83,19.05,True,5,1
KXGOVILNOMR-26-DBAI,KXGOVILNOMR-26,Political,1,0.86,299,21.02,False,5,8
KXGOVTXNOMD-26-GHIN,KXGOVTXNOMD-26,Political,1,0.88,36,13.33,False,5,8
KXGOVTXNOMD-26-CBEL,KXGOVTXNOMD-26,Political,0,0.07,4,259.6,False,5,2
KXGOVTXNOMD-26-BORO,KXGOVTXNOMD-26,Political,0,0.05,8,134.18,False,5,2
KXGOVTXNOMD-26-BCOL,KXGOVTXNOMD-26,Political,0,0.06,3,90.54,False,5,2
KXGOVTXNOMD-26-AWHI,KXGOVTXNOMD-26,Political,0,0.09,4,258.6,False,5,2
KXHEISMAN-26-JROD,KXHEISMAN-26,Sports,0,0.01,397,0.23,True,42,0
KXHEISMAN-26-AHAR,KXHEISMAN-26,Sports,0,0.01,186,19.2,True,42,0
KXHEISMAN-26-TCHA,KXHEISMAN-26,Sports,0,0.01,332,33.07,True,42,0
KXHEISMAN-26-DPAV,KXHEISMAN-26,Sports,0,0.07,4272,0.19,False,42,2
KXHEISMAN-26-DRAI,KXHEISMAN-26,Sports,0,0.01,33,128.3,True,42,0
KXHEISMAN-26-MHUG,KXHEISMAN-26,Sports,0,0.01,3,1338.87,True,42,0
KXHEISMAN-26-BPRI,KXHEISMAN-26,Sports,0,0.01,66,1311.35,True,42,0
KXHEISMAN-26-JMAI,KXHEISMAN-26,Sports,0,0.01,372,378.38,True,42,0
KXHEISMAN-26-HKIN,KXHEISMAN-26,Sports,0,0.01,626,37.93,True,42,0
KXHEISMAN-26-JDAN,KXHEISMAN-26,Sports,0,0.01,8,226.39,True,42,0
KXHEISMAN-26-JHOO,KXHEISMAN-26,Sports,0,0.01,76,996.71,True,42,0
KXHEISMAN-26-RBEC,KXHEISMAN-26,Sports,0,0.01,9,60.04,True,42,0
KXHEISMAN-26-ROB,KXHEISMAN-26,Sports,0,0.01,77,1224.4,True,42,0
KXHEISMAN-26-JAGU,KXHEISMAN-26,Sports,0,0.01,121,508.35,True,42,0
KXHEISMAN-26-BMOR,KXHEISMAN-26,Sports,0,0.01,53,20.78,True,42,0
KXHEISMAN-26-TCAS,KXHEISMAN-26,Sports,0,0.01,178,71.05,True,42,0
KXHEISMAN-26-AJOH,KXHEISMAN-26,Sports,0,0.01,63,510.89,True,42,0
KXHEISMAN-26-BUND,KXHEISMAN-26,Sports,0,0.01,286,154.18,True,42,0
KXHEISMAN-26-DDAM,KXHEISMAN-26,Sports,0,0.01,509,188.77,True,42,0
KXHEISMAN-26-FMEN,KXHEISMAN-26,Sports,1,0.93,6947,0.2,False,42,8
KXHEISMAN-26-MMOS,KXHEISMAN-26,Sports,0,0.01,38,235.14,True,42,0
KXHEISMAN-26-JLOV,KXHEISMAN-26,Sports,0,0.01,3278,0.16,True,42,0
KXHEISMAN-26-RWIL,KXHEISMAN-26,Sports,0,0.01,138,7.41,True,42,0
KXHEISMAN-26-MREE,KXHEISMAN-26,Sports,0,0.01,2227,15.59,True,42,0
KXHEISMAN-26-CCAR,KXHEISMAN-26,Sports,0,0.01,182,202.39,True,42,0
KXHEISMAN-26-ASIM,KXHEISMAN-26,Sports,0,0.01,77,10.29,True,42,0
KXHEISMAN-26-KJEN,KXHEISMAN-26,Sports,0,0.01,45,10.85,True,42,0
KXHEISMAN-26-DLAG,KXHEISMAN-26,Sports,0,0.01,354,202.37,True,42,0
KXHEISMAN-26-GSTO,KXHEISMAN-26,Sports,0,0.01,813,0.75,True,42,0
KXHEISMAN-26-JARN,KXHEISMAN-26,Sports,0,0.01,107,188.8,True,42,0
KXHEISMAN-26-JMAT,KXHEISMAN-26,Sports,0,0.01,3265,314.11,True,42,0
KXHEISMAN-26-DMOO,KXHEISMAN-26,Sports,0,0.01,2295,24.09,True,42,0
KXHEISMAN-26-SLEA,KXHEISMAN-26,Sports,0,0.01,227,1127.03,True,42,0
KXHEISMAN-26-JSAY,KXHEISMAN-26,Sports,0,0.01,5818,0.23,True,42,0
KXHEISMAN-26-DALL,KXHEISMAN-26,Sports,0,0.01,275,281.22,True,42,0
KXHEISMAN-26-CBEC,KXHEISMAN-26,Sports,0,0.01,2504,41.07,True,42,0
KXHEISMAN-26-LSEL,KXHEISMAN-26,Sports,0,0.01,1633,202.36,True,42,0
KXHEISMAN-26-TSIM,KXHEISMAN-26,Sports,0,0.01,2751,36.21,True,42,0
KXHEISMAN-26-JSMI,KXHEISMAN-26,Sports,0,0.01,3005,37.75,True,42,0
KXHEISMAN-26-GNUS,KXHEISMAN-26,Sports,0,0.01,1869,134.36,True,42,0
KXHEISMAN-26-CKLU,KXHEISMAN-26,Sports,0,0.01,903,60.05,True,42,0
KXHEISMAN-26-AMAN,KXHEISMAN-26,Sports,0,0.01,4598,2.69,True,42,0
KXIL9D-26-NPYA,KXIL9D-26,Political,0,0.01,2,30.32,True,11,0
KXIL9D-26-SPOL,KXIL9D-26,Political,0,0.01,2,30.32,True,11,0
KXIL9D-26-HROS,KXIL9D-26,Political,0,0.01,2,30.32,True,11,0
KXIL9D-26-HHUY,KXIL9D-26,Political,0,0.01,20,30.32,True,11,0
KXIL9D-26-PAND,KXIL9D-26,Political,0,0.02,33,20.47,True,11,1
KXIL9D-26-BAMI,KXIL9D-26,Political,0,0.01,51,3.27,True,11,0
KXIL9D-26-MSIM,KXIL9D-26,Political,0,0.01,31,3.21,True,11,0
KXIL9D-26-DBIS,KXIL9D-26,Political,1,0.7,2086,0.63,False,11,7
KXIL9D-26-LFIN,KXIL9D-26,Political,0,0.02,1113,0.18,True,11,1
KXIL9D-26-KA,KXIL9D-26,Political,0,0.29,3463,0.26,False,11,4
KXIL9D-26-JS,KXIL9D-26,Political,0,0.01,59,28.32,True,11,0
KXILPRIMARY-02D26-YBRO,KXILPRIMARY-02D26,Political,0,0.01,8,30.36,True,10,0
KXILPRIMARY-02D26-WPRE,KXILPRIMARY-02D26,Political,0,0.01,39,2.99,True,10,0
KXILPRIMARY-02D26-TBRO,KXILPRIMARY-02D26,Political,0,0.01,2,30.36,True,10,0
KXILPRIMARY-02D26-SMOO,KXILPRIMARY-02D26,Political,0,0.01,1,30.36,True,10,0
KXILPRIMARY-02D26-RPET,KXILPRIMARY-02D26,Political,0,0.03,126,2.27,False,10,1
KXILPRIMARY-02D26-PKEA,KXILPRIMARY-02D26,Political,0,0.01,3,30.36,True,10,0
KXILPRIMARY-02D26-JJR.,KXILPRIMARY-02D26,Political,0,0.62,436,0.47,False,10,6
KXILPRIMARY-02D26-EFRA,KXILPRIMARY-02D26,Political,0,0.01,2,30.36,True,10,0
KXILPRIMARY-02D26-DMIL,KXILPRIMARY-02D26,Political,1,0.36,284,0.6,False,10,5
KXILPRIMARY-02D26-AREG,KXILPRIMARY-02D26,Political,0,0.01,5,30.36,True,10,0
KXILPRIMARY-07D26-TFIS,KXILPRIMARY-07D26,Political,0,0.01,22,1.63,True,13,0
KXILPRIMARY-07D26-RSHO,KXILPRIMARY-07D26,Political,0,0.01,25,31.26,True,13,0
KXILPRIMARY-07D26-RHOS,KXILPRIMARY-07D26,Political,0,0.01,12,31.26,True,13,0
KXILPRIMARY-07D26-RBOY,KXILPRIMARY-07D26,Political,0,0.01,19,6.07,True,13,0
KXILPRIMARY-07D26-MERV,KXILPRIMARY-07D26,Political,0,0.64,363,0.23,False,13,6
KXILPRIMARY-07D26-LFOR,KXILPRIMARY-07D26,Political,1,0.25,191,0.65,False,13,4
KXILPRIMARY-07D26-KCOL,KXILPRIMARY-07D26,Political,0,0.04,58,2.06,False,13,1
KXILPRIMARY-07D26-JROB,KXILPRIMARY-07D26,Political,0,0.01,1,31.26,True,13,0
KXILPRIMARY-07D26-JFRI,KXILPRIMARY-07D26,Political,0,0.08,170,2.03,False,13,2
KXILPRIMARY-07D26-FTEL,KXILPRIMARY-07D26,Political,0,0.01,2,31.26,True,13,0
KXILPRIMARY-07D26-DEHR,KXILPRIMARY-07D26,Political,0,0.01,1,31.26,True,13,0
KXILPRIMARY-07D26-AMEN,KXILPRIMARY-07D26,Political,0,0.01,20,31.26,True,13,0
KXILPRIMARY-07D26-AJR.,KXILPRIMARY-07D26,Political,0,0.01,26,20.47,True,13,0
KXILPRIMARY-08D26-YBAN,KXILPRIMARY-08D26,Political,0,0.03,45,29.41,False,8,1
KXILPRIMARY-08D26-SDUN,KXILPRIMARY-08D26,Political,0,0.01,2,30.7,True,8,0
KXILPRIMARY-08D26-RVET,KXILPRIMARY-08D26,Political,0,0.01,3,30.7,True,8,0
KXILPRIMARY-08D26-NKHO,KXILPRIMARY-08D26,Political,0,0.06,21,13.9,False,8,2
KXILPRIMARY-08D26-MBEA,KXILPRIMARY-08D26,Political,1,0.75,578,0.79,False,8,7
KXILPRIMARY-08D26-KMOR,KXILPRIMARY-08D26,Political,0,0.03,44,1.66,False,8,1
KXILPRIMARY-08D26-JAHM,KXILPRIMARY-08D26,Political,0,0.29,306,1.07,False,8,4
KXILPRIMARY-08D26-DTUL,KXILPRIMARY-08D26,Political,0,0.03,11,30.7,False,8,1
KXILPRIMARY-08R26-MRIC,KXILPRIMARY-08R26,Political,0,0.14,41,0.79,False,4,3
KXILPRIMARY-08R26-KAKE,KXILPRIMARY-08R26,Political,0,0.02,2,30.25,True,4,1
KXILPRIMARY-08R26-JDAV,KXILPRIMARY-08R26,Political,1,0.87,32,0.79,False,4,8
KXILPRIMARY-08R26-HHEB,KXILPRIMARY-08R26,Political,0,0.02,2,30.25,True,4,1
KXILPRIMARY-09R26-RCLE,KXILPRIMARY-09R26,Political,0,0.24,7,32.53,False,4,4
KXILPRIMARY-09R26-PFRI,KXILPRIMARY-09R26,Political,0,0.01,2,20.62,True,4,0
KXILPRIMARY-09R26-MSU,KXILPRIMARY-09R26,Political,0,0.06,20,15.85,False,4,2
KXILPRIMARY-09R26-JELL,KXILPRIMARY-09R26,Political,1,0.8,21,8.14,False,4,8
KXILPRIMARY-11R26-TBRO,KXILPRIMARY-11R26,Political,0,0.01,1,30.93,True,4,0
KXILPRIMARY-11R26-MPIE,KXILPRIMARY-11R26,Political,0,0.25,31,0.65,False,4,4
KXILPRIMARY-11R26-JWAL,KXILPRIMARY-11R26,Political,1,0.83,20,10.16,False,4,8
KXILPRIMARY-11R26-CKIM,KXILPRIMARY-11R26,Political,0,0.03,7,7.75,False,4,1
KXILPRIMARY-15D26-RRAL,KXILPRIMARY-15D26,Political,0,0.04,5,33.32,False,4,1
KXILPRIMARY-15D26-PDAV,KXILPRIMARY-15D26,Political,0,0.93,16,18.14,False,4,8
KXILPRIMARY-15D26-KNUD,KXILPRIMARY-15D26,Political,0,0.04,10,33.32,False,4,1
KXILPRIMARY-15D26-JTOD,KXILPRIMARY-15D26,Political,1,0.12,5,9.92,False,4,3
KXISAMB-26DEC31-PD,KXISAMB-26DEC31,Political,0,0.07,3,4.96,False,5,2
KXISAMB-26DEC31-MA,KXISAMB-26DEC31,Political,0,0.1,1,61.71,False,5,3
KXISAMB-26DEC31-HL,KXISAMB-26DEC31,Political,0,0.12,1,70.26,False,5,3
KXISAMB-26DEC31-ES,KXISAMB-26DEC31,Political,0,0.01,30,5.02,True,5,0
KXISAMB-26DEC31-DF,KXISAMB-26DEC31,Political,0,0.57,51,2.13,False,5,6
KXJAPAN3RD-26FEB08-3-SANS,KXJAPAN3RD-26FEB08-3,Political,0,0.06,9,20.48,False,5,2
KXJAPAN3RD-26FEB08-3-LDP,KXJAPAN3RD-26FEB08-3,Political,0,0.01,1,101.68,True,5,0
KXJAPAN3RD-26FEB08-3-JIP,KXJAPAN3RD-26FEB08-3,Political,1,0.75,12,17.68,False,5,7
KXJAPAN3RD-26FEB08-3-JCP,KXJAPAN3RD-26FEB08-3,Political,0,0.01,1,101.68,True,5,0
KXJAPAN3RD-26FEB08-3-DPFP,KXJAPAN3RD-26FEB08-3,Political,0,0.18,16,73.14,False,5,3
KXJAPANHOUSE-28-LDP,KXJAPANHOUSE-28,Political,1,0.77,25,59.76,False,2,7
KXJAPANHOUSE-28-CDP,KXJAPANHOUSE-28,Political,0,0.17,5,1.39,False,2,3
KXJPNPM-26FEB08-STAK,KXJPNPM-26FEB08,Political,1,0.85,1,2.76,False,1,8
KXLALEADEROUT-35-NM,KXLALEADEROUT-35,Political,0,0.26,223,3.37,False,5,4
KXLALEADEROUT-35-JM,KXLALEADEROUT-35,Political,0,0.05,18,571.31,False,5,2
KXLALEADEROUT-35-GP,KXLALEADEROUT-35,Political,0,0.07,2,1292.83,False,5,2
KXLALEADEROUT-35-GB,KXLALEADEROUT-35,Political,0,0.69,23,63.26,False,5,7
KXLALEADEROUT-35-DB,KXLALEADEROUT-35,Political,1,0.19,2,5752.6,False,5,3
KXLSUCOACH-26-KDIL,KXLSUCOACH-26,Sports,0,0.04,27,0.36,False,27,1
KXLSUCOACH-26-CLEA,KXLSUCOACH-26,Sports,0,0.04,1,1.57,False,27,1
KXLSUCOACH-26-TMON,KXLSUCOACH-26,Sports,0,0.04,1,485.62,False,27,1
KXLSUCOACH-26-FWIL,KXLSUCOACH-26,Sports,0,0.04,40,2.02,False,27,1
KXLSUCOACH-26-LFIC,KXLSUCOACH-26,Sports,0,0.03,2,22.44,False,27,1
KXLSUCOACH-26-KSHE,KXLSUCOACH-26,Sports,0,0.02,63,46.6,True,27,1
KXLSUCOACH-26-DMUL,KXLSUCOACH-26,Sports,0,0.04,8,25.91,False,27,1
KXLSUCOACH-26-DLAN,KXLSUCOACH-26,Sports,0,0.01,30,61.95,True,27,0
KXLSUCOACH-26-MCRI,KXLSUCOACH-26,Sports,0,0.04,3,252.42,False,27,1
KXLSUCOACH-26-NSAB,KXLSUCOACH-26,Sports,0,0.03,2124,0.26,False,27,1
KXLSUCOACH-26-WSTE,KXLSUCOACH-26,Sports,0,0.03,12,10.58,False,27,1
KXLSUCOACH-26-UMEY,KXLSUCOACH-26,Sports,0,0.02,5,178.68,True,27,1
KXLSUCOACH-26-RLAS,KXLSUCOACH-26,Sports,0,0.01,4,146.24,True,27,0
KXLSUCOACH-26-MRHU,KXLSUCOACH-26,Sports,0,0.02,3,10.24,True,27,1
KXLSUCOACH-26-MFRE,KXLSUCOACH-26,Sports,0,0.01,25,38.23,True,27,0
KXLSUCOACH-26-MDIA,KXLSUCOACH-26,Sports,0,0.03,1,3.1,False,27,1
KXLSUCOACH-26-LKIF,KXLSUCOACH-26,Sports,1,0.75,9357,0.02,False,27,7
KXLSUCOACH-26-JSUM,KXLSUCOACH-26,Sports,0,0.06,570,0.24,False,27,2
KXLSUCOACH-26-JGRU,KXLSUCOACH-26,Sports,0,0.01,33,12.33,True,27,0
KXLSUCOACH-26-JFRA,KXLSUCOACH-26,Sports,0,0.02,8,154.28,True,27,1
KXLSUCOACH-26-JFIS,KXLSUCOACH-26,Sports,0,0.01,10,0.36,True,27,0
KXLSUCOACH-26-JBRO,KXLSUCOACH-26,Sports,0,0.02,24,174.83,True,27,1
KXLSUCOACH-26-JBRA,KXLSUCOACH-26,Sports,0,0.09,421,0.08,False,27,2
KXLSUCOACH-26-EDRI,KXLSUCOACH-26,Sports,0,0.02,573,3.56,True,27,1
KXLSUCOACH-26-BOBR,KXLSUCOACH-26,Sports,0,0.02,2,177.12,True,27,1
KXLSUCOACH-26-BKEY,KXLSUCOACH-26,Sports,0,0.04,42,0.09,False,27,1
KXLSUCOACH-26-AGOL,KXLSUCOACH-26,Sports,0,0.02,30,6.51,True,27,1
KXMANTISFREETHROWS-26DEC-T344,KXMANTISFREETHROWS-26DEC,Sports,0,0.11,102,0.25,False,15,3
KXMANTISFREETHROWS-26DEC-B314.500,KXMANTISFREETHROWS-26DEC,Sports,0,0.08,9,1.45,False,15,2
KXMANTISFREETHROWS-26DEC-B254.500,KXMANTISFREETHROWS-26DEC,Sports,0,0.07,9,6.84,False,15,2
KXMANTISFREETHROWS-26DEC-B94.500,KXMANTISFREETHROWS-26DEC,Sports,0,0.06,9,1.66,False,15,2
KXMANTISFREETHROWS-26DEC-B79.500,KXMANTISFREETHROWS-26DEC,Sports,0,0.09,2,5.79,False,15,2
KXMANTISFREETHROWS-26DEC-B69.500,KXMANTISFREETHROWS-26DEC,Sports,1,0.1,2,26.42,False,15,3
KXMANTISFREETHROWS-26DEC-B59.500,KXMANTISFREETHROWS-26DEC,Sports,0,0.05,14,1.71,False,15,2
KXMANTISFREETHROWS-26DEC-B49.500,KXMANTISFREETHROWS-26DEC,Sports,0,0.1,57,0.19,False,15,3
KXMANTISFREETHROWS-26DEC-B39.500,KXMANTISFREETHROWS-26DEC,Sports,0,0.01,63,5.52,True,15,0
KXMANTISFREETHROWS-26DEC-B114.500,KXMANTISFREETHROWS-26DEC,Sports,0,0.06,2,1.41,False,15,2
KXMANTISFREETHROWS-26DEC-B9.500,KXMANTISFREETHROWS-26DEC,Sports,0,0.01,28,36.02,True,15,0
KXMANTISFREETHROWS-26DEC-B29.500,KXMANTISFREETHROWS-26DEC,Sports,0,0.01,67,9.16,True,15,0
KXMANTISFREETHROWS-26DEC-B21.500,KXMANTISFREETHROWS-26DEC,Sports,0,0.01,114,19.73,True,15,0
KXMANTISFREETHROWS-26DEC-B15.500,KXMANTISFREETHROWS-26DEC,Sports,0,0.01,97,29.75,True,15,0
KXMANTISFREETHROWS-26DEC-T7,KXMANTISFREETHROWS-26DEC,Sports,0,0.01,52,36.52,True,15,0
KXMAYORMINN-26-OFAT,KXMAYORMINN-26,Political,0,0.27,888,0.05,False,4,4
KXMAYORMINN-26-JHAM,KXMAYORMINN-26,Political,0,0.01,148,0.22,True,4,0
KXMAYORMINN-26-DDAV,KXMAYORMINN-26,Political,0,0.02,71,6.52,True,4,1
KXMAYORMINN-26-JFRE,KXMAYORMINN-26,Political,1,0.81,1531,0.02,False,4,8
KXMEMCOACH-26-THEL,KXMEMCOACH-26,Sports,0,0.08,12,8.09,False,10,2
KXMEMCOACH-26-WSTE,KXMEMCOACH-26,Sports,0,0.01,5,63.22,True,10,0
KXMEMCOACH-26-TCRA,KXMEMCOACH-26,Sports,0,0.05,1,28.06,False,10,2
KXMEMCOACH-26-RHOW,KXMEMCOACH-26,Sports,0,0.05,1,30.07,False,10,2
KXMEMCOACH-26-MNOR,KXMEMCOACH-26,Sports,0,0.05,1,28.04,False,10,2
KXMEMCOACH-26-JMAC,KXMEMCOACH-26,Sports,0,0.38,28,2.24,False,10,5
KXMEMCOACH-26-JCAN,KXMEMCOACH-26,Sports,0,0.05,5,14.84,False,10,2
KXMEMCOACH-26-HFRE,KXMEMCOACH-26,Sports,0,0.07,1,59.8,False,10,2
KXMEMCOACH-26-DMUL,KXMEMCOACH-26,Sports,0,0.28,48,2.16,False,10,4
KXMEMCOACH-26-CHUF,KXMEMCOACH-26,Sports,1,0.2,36,3.06,False,10,4
KXMICHCOACH-26-BGRI,KXMICHCOACH-26,Sports,0,0.01,9,15.78,True,51,0
KXMICHCOACH-26-BHAI,KXMICHCOACH-26,Sports,0,0.02,183,0.37,True,51,1
KXMICHCOACH-26-JHEU,KXMICHCOACH-26,Sports,0,0.01,21,22.89,True,51,0
KXMICHCOACH-26-MDIA,KXMICHCOACH-26,Sports,0,0.01,15,20.02,True,51,0
KXMICHCOACH-26-MELK,KXMICHCOACH-26,Sports,0,0.01,62,18.35,True,51,0
KXMICHCOACH-26-SSAR,KXMICHCOACH-26,Sports,0,0.01,9,100.05,True,51,0
KXMICHCOACH-26-JECK,KXMICHCOACH-26,Sports,0,0.01,222,12.07,True,51,0
KXMICHCOACH-26-DMUL,KXMICHCOACH-26,Sports,0,0.01,42,35.7,True,51,0
KXMICHCOACH-26-DPOR,KXMICHCOACH-26,Sports,0,0.01,6,70.32,True,51,0
KXMICHCOACH-26-JMCG,KXMICHCOACH-26,Sports,0,0.01,3,73.84,True,51,0
KXMICHCOACH-26-KWHI,KXMICHCOACH-26,Sports,1,0.35,4207,0.17,False,51,5
KXMICHCOACH-26-GSCH,KXMICHCOACH-26,Sports,0,0.03,575,1.83,False,51,1
KXMICHCOACH-26-CCIG,KXMICHCOACH-26,Sports,0,0.01,33,0.81,True,51,0
KXMICHCOACH-26-ASTE,KXMICHCOACH-26,Sports,0,0.03,463,1.92,False,51,1
KXMICHCOACH-26-DSAN,KXMICHCOACH-26,Sports,0,0.01,85,32.07,True,51,0
KXMICHCOACH-26-JOHA,KXMICHCOACH-26,Sports,0,0.01,296,1.13,True,51,0
KXMICHCOACH-26-TREE,KXMICHCOACH-26,Sports,0,0.01,639,16.72,True,51,0
KXMICHCOACH-26-PFLE,KXMICHCOACH-26,Sports,0,0.01,464,24.66,True,51,0
KXMICHCOACH-26-JMIN,KXMICHCOACH-26,Sports,0,0.02,1887,9.39,True,51,1
KXMICHCOACH-26-CLEA,KXMICHCOACH-26,Sports,0,0.04,1273,1.71,False,51,1
KXMICHCOACH-26-BKEL,KXMICHCOACH-26,Sports,0,0.01,669,2.87,True,51,0
KXMICHCOACH-26-DHOW,KXMICHCOACH-26,Sports,0,0.01,19,18.4,True,51,0
KXMICHCOACH-26-BPOG,KXMICHCOACH-26,Sports,0,0.07,3097,0.12,False,51,2
KXMICHCOACH-26-UMEY,KXMICHCOACH-26,Sports,0,0.01,122,96.04,True,51,0
KXMICHCOACH-26-TMON,KXMICHCOACH-26,Sports,0,0.13,591,0.0,False,51,3
KXMICHCOACH-26-TBRA,KXMICHCOACH-26,Sports,0,0.01,149,12.48,True,51,0
KXMICHCOACH-26-RLAS,KXMICHCOACH-26,Sports,0,0.01,225,20.41,True,51,0
KXMICHCOACH-26-NSAB,KXMICHCOACH-26,Sports,0,0.01,122,251.29,True,51,0
KXMICHCOACH-26-MTOM,KXMICHCOACH-26,Sports,0,0.01,119,85.41,True,51,0
KXMICHCOACH-26-MRHU,KXMICHCOACH-26,Sports,0,0.01,126,188.9,True,51,0
KXMICHCOACH-26-MPAT,KXMICHCOACH-26,Sports,0,0.01,175,53.92,True,51,0
KXMICHCOACH-26-MFRE,KXMICHCOACH-26,Sports,0,0.01,624,2.37,True,51,0
KXMICHCOACH-26-LRIL,KXMICHCOACH-26,Sports,0,0.01,517,36.26,True,51,0
KXMICHCOACH-26-LFIC,KXMICHCOACH-26,Sports,0,0.01,42,110.94,True,51,0
KXMICHCOACH-26-KDIL,KXMICHCOACH-26,Sports,0,0.01,13865,0.31,True,51,0
KXMICHCOACH-26-KDEB,KXMICHCOACH-26,Sports,0,0.12,11796,0.12,False,51,3
KXMICHCOACH-26-JHAR,KXMICHCOACH-26,Sports,0,0.01,49,18.33,True,51,0
KXMICHCOACH-26-JGRU,KXMICHCOACH-26,Sports,0,0.01,1307,1.04,True,51,0
KXMICHCOACH-26-JFIS,KXMICHCOACH-26,Sports,0,0.08,7634,0.28,False,51,2
KXMICHCOACH-26-JBRO,KXMICHCOACH-26,Sports,0,0.07,3801,0.35,False,51,2
KXMICHCOACH-26-JBRA,KXMICHCOACH-26,Sports,0,0.01,419,12.21,True,51,0
KXMICHCOACH-26-EORG,KXMICHCOACH-26,Sports,0,0.01,137,37.74,True,51,0
KXMICHCOACH-26-EDRI,KXMICHCOACH-26,Sports,0,0.07,1447,1.11,False,51,2
KXMICHCOACH-26-DMAR,KXMICHCOACH-26,Sports,0,0.01,71,294.54,True,51,0
KXMICHCOACH-26-DLAN,KXMICHCOACH-26,Sports,0,0.01,240,14.2,True,51,0
KXMICHCOACH-26-CLIN,KXMICHCOACH-26,Sports,0,0.01,49,46.43,True,51,0
KXMICHCOACH-26-CKEL,KXMICHCOACH-26,Sports,0,0.01,131,18.81,True,51,0
KXMICHCOACH-26-BOBR,KXMICHCOACH-26,Sports,0,0.01,40,53.92,True,51,0
KXMICHCOACH-26-BKEY,KXMICHCOACH-26,Sports,0,0.01,119,12.64,True,51,0
KXMICHCOACH-26-BDAB,KXMICHCOACH-26,Sports,0,0.01,555,8.71,True,51,0
KXMICHCOACH-26-BBEL,KXMICHCOACH-26,Sports,0,0.01,34,98.14,True,51,0
KXMOLDOVACOALITION-27JAN01-PN,KXMOLDOVACOALITION-27JAN01,Political,0,0.28,3,6.66,False,4,4
KXMOLDOVACOALITION-27JAN01-PAS,KXMOLDOVACOALITION-27JAN01,Political,1,0.85,11,2.38,False,4,8
KXMOLDOVACOALITION-27JAN01-BEP,KXMOLDOVACOALITION-27JAN01,Political,0,0.23,2,81.97,False,4,4
KXMOLDOVACOALITION-27JAN01-BA,KXMOLDOVACOALITION-27JAN01,Political,0,0.52,7,8.49,False,4,6
KXNC01R-26-LBUC,KXNC01R-26,Political,1,0.78,313,0.25,False,5,7
KXNC01R-26-EROU,KXNC01R-26,Political,0,0.01,2,15.6,True,5,0
KXNC01R-26-BHAN,KXNC01R-26,Political,0,0.01,61,3.4,True,5,0
KXNC01R-26-ARUS,KXNC01R-26,Political,0,0.01,5,14.23,True,5,0
KXNC01R-26-ABUC,KXNC01R-26,Political,0,0.22,181,1.52,False,5,4
KXNC11D-26-RHUD,KXNC11D-26,Political,0,0.08,56,42.34,False,3,2
KXNC11D-26-PMAD,KXNC11D-26,Political,0,0.03,4,602.16,False,3,1
KXNC11D-26-JAGE,KXNC11D-26,Political,1,0.93,160,1.49,False,3,8
KXNCAAF-26-MSU,KXNCAAF-26,Sports,0,0.01,15,1055.21,True,136,0
KXNCAAF-26-ARIZ,KXNCAAF-26,Sports,0,0.01,10,2385.25,True,136,0
KXNCAAF-26-KU,KXNCAAF-26,Sports,0,0.01,12,1398.44,True,136,0
KXNCAAF-26-GAST,KXNCAAF-26,Sports,0,0.01,1,2835.96,True,136,0
KXNCAAF-26-COLO,KXNCAAF-26,Sports,0,0.01,11,2836.86,True,136,0
KXNCAAF-26-GT,KXNCAAF-26,Sports,0,0.01,328,1372.5,True,136,0
KXNCAAF-26-UTEP,KXNCAAF-26,Sports,0,0.01,2,2836.37,True,136,0
KXNCAAF-26-HOU,KXNCAAF-26,Sports,0,0.01,6,1967.45,True,136,0
KXNCAAF-26-ULL,KXNCAAF-26,Sports,0,0.01,2,2836.61,True,136,0
KXNCAAF-26-JVST,KXNCAAF-26,Sports,0,0.01,3,1904.18,True,136,0
KXNCAAF-26-LT,KXNCAAF-26,Sports,0,0.01,1,2835.93,True,136,0
KXNCAAF-26-NEB,KXNCAAF-26,Sports,0,0.01,77,2095.61,True,136,0
KXNCAAF-26-PUR,KXNCAAF-26,Sports,0,0.01,2,2836.42,True,136,0
KXNCAAF-26-MOSU,KXNCAAF-26,Sports,0,0.01,1,2835.92,True,136,0
KXNCAAF-26-WYO,KXNCAAF-26,Sports,0,0.01,2,2402.93,True,136,0
KXNCAAF-26-NCST,KXNCAAF-26,Sports,0,0.01,1,2835.9,True,136,0
KXNCAAF-26-NW,KXNCAAF-26,Sports,0,0.01,3,2528.07,True,136,0
KXNCAAF-26-ARMY,KXNCAAF-26,Sports,0,0.01,4,2527.28,True,136,0
